&b / °	R_0 / 1/s
2.0	0.0
2.2	1.0
2.4	1.0
2.6	1.2
2.8	1.0
3.0	0.0
3.2	1.0
3.4	2.2
3.6	13.4
3.8	39.6
4.0	61.6
4.2	63.8
4.4	73.4
4.6	83.0
4.8	75.4
5.0	67.0
5.2	72.8
5.4	73.6
5.6	65.2
5.8	65.6
6.0	57.0
6.2	59.4
6.4	113.2
6.6	89.2
6.8	52.0
7.0	64.0
7.2	240.0
7.4	145.6
7.6	44.2
7.8	30.6
8.0	29.2
8.2	26.8
8.4	24.2
8.6	24.2
8.8	24.0
9.0	20.4
9.2	20.8
9.4	17.4
9.6	15.2
9.8	14.8
10.0	15.6
10.2	9.4
10.4	13.0
10.6	10.8
10.8	10.8
11.0	9.2
11.2	9.0
11.4	9.0
11.6	9.6
11.8	8.0
12.0	7.8
