&b / °	R_0 / 1/s
2.0	0.4
2.2	0.4
2.4	0.6
2.6	1.0
2.8	0.2
3.0	0.2
3.2	0.0
3.4	1.2
3.6	4.6
3.8	14.0
4.0	15.6
4.2	20.6
4.4	24.8
4.6	21.0
4.8	20.0
5.0	19.6
5.2	22.0
5.4	21.8
5.6	22.0
5.8	17.6
6.0	15.8
6.2	17.2
6.4	36.4
6.6	24.6
6.8	15.0
7.0	19.8
7.2	68.2
7.4	49.2
7.6	13.6
7.8	10.0
8.0	9.2
8.2	6.0
8.4	7.4
8.6	7.0
8.8	4.6
9.0	5.8
9.2	5.4
9.4	6.0
9.6	3.0
9.8	3.6
10.0	2.6
10.2	2.0
10.4	2.6
10.6	2.4
10.8	3.0
11.0	3.0
11.2	2.8
11.4	2.2
11.6	3.2
11.8	2.2
12.0	2.8
