&b / °	R_0 / 1/s
3.6	80.5
3.7	83.3
3.8	90.2
3.9	115.1
4.0	139.0
4.1	171.8
4.2	195.9
4.3	224.1
4.4	243.7
4.5	236.3
4.6	246.0
4.7	228.5
4.8	224.0
4.9	198.8
5.0	190.7
5.1	176.8
5.2	157.2
5.3	147.2
5.4	139.5
5.5	134.6
5.6	140.2
5.7	127.4
5.8	111.5
5.9	114.3
6.0	129.8
6.1	155.9
6.2	170.9
6.3	184.2
6.4	172.9
6.5	111.4
6.6	104.6
6.7	102.0
6.8	110.0
