&b / °	R_0 / 1/s
2.0	0.4
2.2	1.0
2.4	0.8
2.6	0.8
2.8	0.6
3.0	0.4
3.2	1.4
3.4	3.0
3.6	18.0
3.8	33.2
4.0	46.6
4.2	59.0
4.4	56.6
4.6	68.6
4.8	62.8
5.0	62.4
5.2	56.0
5.4	55.8
5.6	54.0
5.8	47.4
6.0	48.6
6.2	47.2
6.4	90.8
6.6	69.0
6.8	35.6
7.0	54.0
7.2	206.0
7.4	130.2
7.6	38.0
7.8	25.6
8.0	25.8
8.2	23.6
8.4	21.6
8.6	20.6
8.8	20.6
9.0	19.8
9.2	12.4
9.4	13.4
9.6	10.8
9.8	11.8
10.0	13.4
10.2	9.8
10.4	10.2
10.6	9.2
10.8	8.8
11.0	9.2
11.2	7.0
11.4	6.8
11.6	9.0
11.8	7.6
12.0	6.2
